|Catastro|ReferenciaCP|IdCliente|Producto|Fecha|TipoProducto|AltaCliente
194220|006 4804400063UNPBUN001|006 4804400063|1809239|N06|2020-06-03|Servicio principal|2020-03-12 00:00:00
140552|004 3120102263UNPB0B0UN|004 3120102263|6113956|N01|2020-05-03|Servicio principal|2020-02-20 00:00:00
65053|010 2004001406UNPB0B0UN|010 2004001406|6103954|N06|2020-04-03|Servicio principal|2020-01-26 00:00:00
273737|074 4805400010UN030D0UN|074 4805400010|359446|N06|2020-05-03|Servicio principal|2020-04-23 00:00:00
175240|032 3107000025UNPBUN001|032 3107000025|6119537|N06|2020-04-03|Servicio sin cuota|2020-03-04 00:00:00
338097|084 4802003930UN03UN004|084 4802003930|6129418|N06|2020-06-03|Servicio principal|2020-05-31 00:00:00
302508|002 4801500196UN02DR0UN|002 4801500196|542169|N06|2020-06-03|Servicio principal|2020-04-25 00:00:00
253184|006 4802008130UN03DR0IZ|006 4802008130|3407900|N04|2020-05-03|Servicio principal|2020-03-07 00:00:00
75074|018 3120100727E5010D0UN|018 3120100727|6105269|N04|2020-03-03|Servicio principal|2020-01-31 00:00:00
267159|081 4807800027UN05IZ0UN|081 4807800027|6101033|N04|2020-06-03|Servicio principal|2020-01-17 00:00:00
194506|005 0105904747UN050A0UN|005 0105904747|6123624|N01|2020-06-03|Servicio sin cuota|2020-03-16 00:00:00
118415|008 4802008600UN01DR0UN|008 4802008600|1503681|N01|2020-03-03|Servicio sin cuota|2020-02-16 00:00:00
40821|99999999999999UN030B0UN|99999999999999|6101040|N06|2020-03-03|Servicio principal|2020-01-16 00:00:00
332256|051 4802009515UN03EI00C|051 4802009515|511992|N04|2020-04-03|Servicio principal|2020-02-15 00:00:00
113634|001 4802003540UN05IZ0UN|001 4802003540|6094017|N04|2020-06-03|Servicio principal|2020-02-09 00:00:00
274977|026 0105901650UN01UN001|026 0105901650|6140712|N06|2020-06-03|Servicio principal|2020-05-10 00:00:00
303969|005 4807800075UNPBUN001|005 4807800075|3627950|N06|2020-05-03|Servicio principal|2020-02-27 00:00:00
143585|001 4809500044UN020C0UN|001 4809500044|3495390|N06|2020-03-03|Servicio principal|2020-02-20 00:00:00
94607|005 4803601042UN04DR0DR|005 4803601042|6107633|N04|2020-05-03|Servicio principal|2020-02-02 00:00:00
237589|006 0801901990UN03UN002|006 0801901990|6132331|N04|2020-06-03|Servicio principal|2020-04-10 00:00:00
47497|007 3120100695UN030C0UN|007 3120100695|6101732|N06|2020-02-03|Servicio principal|2020-01-18 00:00:00
249221|017 4803600003UN030C0UN|017 4803600003|6135509|N01|2020-06-03|Servicio sin cuota|2020-05-28 00:00:00
333530|034 0818707093UNPBUN004|034 0818707093|6121616|N01|2020-05-03|Servicio principal|2020-03-13 00:00:00
158247|025 4802003680UN050A0UN|025 4802003680|4205658|N01|2020-06-03|Servicio principal|2020-02-28 00:00:00
315107|004 0105902520UN06IZ0UN|004 0105902520|2056179|N06|2020-02-03|Servicio principal|2020-01-17 00:00:00
233263|020 4804400014UN03IZ0UN|020 4804400014|6139908|N06|2020-06-03|Servicio principal|2020-05-07 00:00:00
135294|044 4802000920UN01UN0UN|044 4802000920|3953690|N06|2020-06-03|Servicio principal|2020-02-16 00:00:00
307202|027 4808400016UN01DR0UN|027 4808400016|1469348|N01|2020-05-03|Servicio principal|2020-01-15 00:00:00
180718|012 3120100405UN01UN001|012 3120100405|6119433|N01|2020-04-03|Servicio principal|2020-03-12 00:00:00
90382|029 4809400023UN020D0UN|029 4809400023|2464584|N06|2020-02-03|Servicio principal|2020-01-31 00:00:00
190022|032 2007401210UN040C0UN|032 2007401210|854012|N04|2020-04-03|Servicio principal|2020-03-13 00:00:00
61435|001G0105900540UN030A0UN|001G0105900540|6103506|N01|2020-02-03|Servicio sin cuota|2020-01-24 00:00:00
173430|046 2003201220UN010C0UN|046 2003201220|6119194|N04|2020-04-03|Servicio principal|2020-03-13 00:00:00
150938|001 4804400172DR01IZ0UN|001 4804400172|6027775|N01|2020-04-03|Servicio principal|2020-02-28 00:00:00
226357|026 4809500026UN01DR0UN|026 4809500026|6010025|N01|2020-04-03|Servicio principal|2020-04-02 00:00:00
144536|011 0105904320UN04DR0UN|011 0105904320|6114476|N01|2020-03-03|Servicio sin cuota|2020-02-26 00:00:00
300691|017 0829800160UN02UN001|017 0829800160|6132565|N04|2020-06-03|Servicio principal|2020-05-14 00:00:00
114853|001 4806900123UNPBUN0UN|001 4806900123|1507556|N01|2020-03-03|Servicio principal|2020-02-13 00:00:00
64680|019 2005504260UN03IZ0UN|019 2005504260|6102813|N01|2020-04-03|Servicio principal|2020-01-30 00:00:00
209136|001 0100202135UN030C0UN|001 0100202135|4261082|N06|2020-03-03|Servicio principal|2020-02-13 00:00:00
264551|139 4801500022UN02IZ0UN|139 4801500022|6111051|N06|2020-05-03|Servicio principal|2020-02-13 00:00:00
181530|013 4802007170UN03IZ0UN|013 4802007170|6013037|N01|2020-05-03|Servicio principal|2020-03-12 00:00:00
288512|022 0801901973UN07UN002|022 0801901973|6090782|N01|2020-04-03|Servicio principal|2020-02-27 00:00:00
302394|008 4802005470UN010A0UN|008 4802005470|335176|N06|2020-03-03|Servicio principal|2020-02-10 00:00:00
148951|011 3120100595UN01DR0UN|011 3120100595|6115239|N06|2020-04-03|Servicio principal|2020-02-22 00:00:00
124076|042 3120100357UN050A0UN|042 3120100357|6111575|N06|2020-05-03|Servicio sin cuota|2020-02-13 00:00:00
36474|003 4802008960UN03IZ00C|003 4802008960|6100576|N01|2020-02-03|Servicio principal|2020-01-15 00:00:00
121824|058 2006902040UNEN0C0UN|058 2006902040|6111279|N04|2020-04-03|Servicio principal|2020-02-16 00:00:00
198572|008 4802002130UNPBIZ0UN|008 4802002130|6123992|N06|2020-04-03|Servicio principal|2020-03-15 00:00:00
163624|043 2004501409UNPBIZ0UN|043 2004501409|6117537|N01|2020-04-03|Servicio sin cuota|2020-03-06 00:00:00
180048|011 3190100139UNPBUN001|011 3190100139|6120237|N04|2020-05-03|Servicio principal|2020-03-06 00:00:00
218498|038 0105903360UN030A0UN|038 0105903360|1406245|N04|2020-05-03|Servicio principal|2020-03-28 00:00:00
82936|023 3190100153UN020F0UN|023 3190100153|6106205|N06|2020-03-03|Servicio sin cuota|2020-01-31 00:00:00
28518|004 4800300068UN020B0UN|004 4800300068|6099657|N06|2020-04-03|Servicio principal|2020-01-15 00:00:00
250072|035 3109700200UN01DR0UN|035 3109700200|6134296|N04|2020-06-03|Servicio principal|2020-04-22 00:00:00
74461|034 2006901515UNPBUN001|034 2006901515|2018354|N06|2020-03-03|Servicio principal|2020-02-12 00:00:00
222418|058 4802004300UN040E0UN|058 4802004300|6101357|N01|2020-06-03|Servicio sin cuota|2020-01-18 00:00:00
109956|003 4808000069UN070D0UN|003 4808000069|6109745|N06|2020-04-03|Servicio principal|2020-02-09 00:00:00
167734|013B0103601555UN010B0UN|013B0103601555|6118253|N04|2020-04-03|Servicio principal|2020-02-29 00:00:00
222787|026 4804400330UNPBUN001|026 4804400330|6109147|N01|2020-06-03|Servicio principal|2020-02-09 00:00:00
40644|002 4808201030UN020B0UN|002 4808201030|6100972|N01|2020-05-03|Servicio principal|2020-01-22 00:00:00
213015|008 2090200450UNPBUN0UN|008 2090200450|624985|N06|2020-05-03|Servicio principal|2020-03-24 00:00:00
219430|039 0105902095UN04IZ0UN|039 0105902095|1815473|N06|2020-05-03|Servicio principal|2020-03-26 00:00:00
324342|002 2000306006UNPBUN0UN|002 2000306006|6128630|N06|2020-06-03|Servicio principal|2020-04-18 00:00:00
272062|008 4891000050UN04IZ0UN|008 4891000050|114734|N06|2020-06-03|Servicio principal|2020-05-06 00:00:00
170682|015A2001901160UN070B0UN|015A2001901160|6118754|N06|2020-06-03|Servicio principal|2020-03-08 00:00:00
19690|002 2000907001UN020B0UN|002 2000907001|3628485|N06|2020-03-03|Servicio principal|2020-01-09 00:00:00
255312|017 4802008130UN09DR0DR|017 4802008130|6145244|N06|2020-06-03|Servicio principal|2020-05-23 00:00:00
337368|260 0801904121UN02UN002|260 0801904121|6117448|N01|2020-06-03|Servicio principal|2020-03-01 00:00:00
301436|014 0830700470E101UN001|014 0830700470|6098645|N06|2020-05-03|Servicio sin cuota|2020-01-11 00:00:00
9004|010 4803600065UN03DR0UN|010 4803600065|6095173|N01|2020-02-03|Servicio principal|2020-01-17 00:00:00
12317|001 4806900123UNPBUN001|001 4806900123|190799|N01|2020-02-03|Servicio principal|2020-01-15 00:00:00
184983|016 2003003303UN01UN001|016 2003003303|2160184|N06|2020-06-03|Servicio principal|2020-03-08 00:00:00
46858|004 4802700023UN020C0UN|004 4802700023|6101688|N04|2020-05-03|Servicio principal|2020-01-29 00:00:00
144587|073 1702301650UNPBUN001|073 1702301650|6114371|N01|2020-06-03|Servicio principal|2020-03-01 00:00:00
124177|007 4806500040UN010B0UN|007 4806500040|828326|N06|2020-03-03|Servicio principal|2020-02-13 00:00:00
66331|008 0105902280UN02IZ0UN|008 0105902280|4081492|N04|2020-06-03|Servicio principal|2020-01-25 00:00:00
298553|013 0827906560UNPBUN002|013 0827906560|6121212|N06|2020-05-03|Servicio sin cuota|2020-03-07 00:00:00
222055|050 2005901530UN03IZ0UN|050 2005901530|1694830|N01|2020-04-03|Servicio principal|2020-03-30 00:00:00
9969|011 2007902503UN020B0UN|011 2007902503|6097524|N01|2020-02-03|Servicio sin cuota|2020-01-25 00:00:00
81770|025 2006904650UN020D0UN|025 2006904650|6106051|N01|2020-05-03|Servicio principal|2020-02-07 00:00:00
262927|007 4801200083UN030B0UN|007 4801200083|1999839|N06|2020-05-03|Servicio principal|2020-04-30 00:00:00
