|Catastro|ReferenciaCP|IdCliente|Producto|Fecha|TipoProducto|AltaCliente
136388|079 3101000177UN030A0UN|079 3101000177|6113314|N04|2020-04-03|Servicio principal|2020-02-20 00:00:00
218232|020 4807100088UN010B0UN|020 4807100088|96450|N06|2020-05-03|Servicio principal|2020-03-25 00:00:00
120361|004 2090307019UNPB0C0UN|004 2090307019|6111000|N01|2020-05-03|Servicio principal|2020-02-14 00:00:00
143793|033 0105901770UNUNUNPOR|033 0105901770|3392191|N06|2020-05-03|Servicio principal|2020-02-21 00:00:00
149343|016 4807500059UN010C0UN|016 4807500059|725102|N06|2020-05-03|Servicio principal|2020-02-22 00:00:00
54022|016 2005901270UN01IZ0UN|016 2005901270|6102581|N01|2020-02-03|Servicio sin cuota|2020-01-19 00:00:00
103233|002 4804500138UN040B0UN|002 4804500138|6108764|N06|2020-06-03|Servicio principal|2020-02-07 00:00:00
34498|012 0105902560UN020C0UN|012 0105902560|6100363|N06|2020-06-03|Servicio principal|2020-01-17 00:00:00
64812|006 4801303070UNPBUN002|006 4801303070|6103920|N01|2020-04-03|Servicio principal|2020-01-29 00:00:00
226361|007 4802006505UN030D0UN|007 4802006505|2133283|N01|2020-06-03|Servicio sin cuota|2020-04-03 00:00:00
253490|047 4802004940UN01IZ0UN|047 4802004940|1324649|N06|2020-04-03|Servicio principal|2020-03-24 00:00:00
27720|012 2006903930UN040D0UN|012 2006903930|6099538|N01|2020-02-03|Servicio principal|2020-01-17 00:00:00
56607|017 4800200098UN030A0UN|017 4800200098|4220772|N06|2020-02-03|Servicio principal|2020-01-20 00:00:00
270500|009 4802009190UN060B0UN|009 4802009190|1342795|N06|2020-06-03|Servicio principal|2020-05-04 00:00:00
7994|019 4801500202UN030D0UN|019 4801500202|6096893|N01|2020-03-03|Servicio principal|2020-01-04 00:00:00
330388|025 0801903350UN04UN001|025 0801903350|6100895|N06|2020-04-03|Servicio principal|2020-01-23 00:00:00
138631|002 3120100875UN030C0UN|002 3120100875|6113679|N04|2020-03-03|Servicio principal|2020-02-19 00:00:00
251535|019 2005901410UN040C0UN|019 2005901410|6135915|N06|2020-05-03|Servicio principal|2020-04-23 00:00:00
90065|002 4802700152UN020B0UN|002 4802700152|1468387|N06|2020-06-03|Servicio principal|2020-01-31 00:00:00
191893|010 4802000185UN110F0UN|010 4802000185|6116605|N01|2020-04-03|Servicio sin cuota|2020-03-14 00:00:00
225110|016 0105903940UN060B0UN|016 0105903940|6128628|N06|2020-06-03|Servicio principal|2020-04-02 00:00:00
12548|014 4808400148UN050B0UN|014 4808400148|6097651|N01|2020-03-03|Servicio principal|2020-01-23 00:00:00
37319|020 4802005015UN030A0UN|020 4802005015|6100627|N06|2020-05-03|Servicio principal|2020-01-16 00:00:00
47645|008 4808000039UN040B0UN|008 4808000039|3629266|N04|2020-04-03|Servicio principal|2020-01-23 00:00:00
247905|005 4809500028UN040B0UN|005 4809500028|6134988|N04|2020-05-03|Servicio principal|2020-04-24 00:00:00
303542|014 4802000395UN050C0UN|014 4802000395|2383856|N06|2020-05-03|Servicio principal|2020-03-18 00:00:00
25415|006 0100202015UN03DR0UN|006 0100202015|3629258|N06|2020-04-03|Servicio principal|2020-01-10 00:00:00
260445|009 4801500149UN020B0UN|009 4801500149|436493|N01|2020-05-03|Servicio principal|2020-04-30 00:00:00
112667|017 4801100078UN060B0UN|017 4801100078|6046064|N06|2020-04-03|Servicio principal|2020-02-08 00:00:00
287373|032 0801901467UN02UN001|032 0801901467|6110966|N06|2020-04-03|Servicio sin cuota|2020-02-12 00:00:00
70405|002 4804600241UN02UN00C|002 4804600241|6104511|N04|2020-06-03|Servicio principal|2020-03-01 00:00:00
29790|004 3120100103UN030B0UN|004 3120100103|6099308|N01|2020-03-03|Servicio principal|2020-02-27 00:00:00
182240|014 4802005180UN070A0UN|014 4802005180|6071063|N01|2020-06-03|Servicio principal|2020-03-06 00:00:00
292055|003 2006902025UN040B0UN|003 2006902025|2356024|N06|2020-06-03|Servicio principal|2020-05-27 00:00:00
179596|004 2004501110UN02UN0UN|004 2004501110|6116289|N04|2020-04-03|Servicio principal|2020-03-05 00:00:00
76506|008 0103601290UN050�0UN|008 0103601290|6105394|N06|2020-04-03|Servicio principal|2020-01-30 00:00:00
39315|014 2006905150DR050C0UN|014 2006905150|6100896|N01|2020-02-03|Servicio sin cuota|2020-01-17 00:00:00
119061|008 3106000020UNPBIZ0UN|008 3106000020|6110659|N01|2020-05-03|Servicio principal|2020-02-14 00:00:00
19250|043 0105902095UN04IZ0UN|043 0105902095|4191636|N06|2020-06-03|Servicio principal|2020-01-09 00:00:00
50|017 4805600004UNPBUN0UN|017 4805600004|79968|N01|2020-06-03|Servicio principal|2020-01-24 00:00:00
294303|012 0827908504UN02UN001|012 0827908504|6097815|N06|2020-03-03|Servicio principal|2020-01-09 00:00:00
263583|008 4801500026UNPBUN001|008 4801500026|6093245|N04|2020-06-03|Servicio principal|2020-01-11 00:00:00
320301|00163902000481UN020C0UN|163902000481|4254092|N06|2020-04-03|Servicio principal|2020-02-15 00:00:00
202733|035 4802008620UN02CN0UN|035 4802008620|1348083|N01|2020-06-03|Servicio principal|2020-04-24 00:00:00
91967|009 4804400063UN04DR0UN|009 4804400063|1966956|N01|2020-03-03|Servicio sin cuota|2020-02-01 00:00:00
18016|006 2004901240UN020A0UN|006 2004901240|6098465|N01|2020-06-03|Servicio sin cuota|2020-01-11 00:00:00
105405|001 2007901203UN030D0UN|001 2007901203|6109124|N01|2020-04-03|Servicio sin cuota|2020-02-07 00:00:00
267700|028 2608900074E104UN001|028 2608900074|6143823|N04|2020-06-03|Servicio principal|2020-05-27 00:00:00
72795|004 2006903660UN05IZ0UN|004 2006903660|6104926|N01|2020-06-03|Servicio sin cuota|2020-01-29 00:00:00
6724|006 2001901293UN070A0UN|006 2001901293|6096492|N04|2020-05-03|Servicio principal|2020-01-05 00:00:00
32212|006 4802700011UN050A0UN|006 4802700011|6100080|N04|2020-06-03|Servicio principal|2020-01-16 00:00:00
167810|017 2007402330UN030A0UN|017 2007402330|6118226|N04|2020-03-03|Servicio principal|2020-03-01 00:00:00
313984|004 4801301930UN030D0UN|004 4801301930|770546|N06|2020-05-03|Servicio principal|2020-01-15 00:00:00
325743|001 2006902470UN010A0UN|001 2006902470|6101898|N01|2020-05-03|Servicio principal|2020-01-18 00:00:00
64423|009 2001807002UN02DR0UN|009 2001807002|6103850|N06|2020-02-03|Servicio principal|2020-01-25 00:00:00
141330|002 4803601057UN02DR0UN|002 4803601057|3637105|N01|2020-06-03|Servicio sin cuota|2020-02-20 00:00:00
336865|136 0801902232UN03UN002|136 0801902232|6113153|N04|2020-03-03|Servicio principal|2020-02-19 00:00:00
81082|007 4802008840UN03DR0UN|007 4802008840|640119|N06|2020-05-03|Servicio principal|2020-01-29 00:00:00
274495|128 2006905100UN020C0UN|128 2006905100|6105256|N06|2020-02-03|Servicio principal|2020-02-01 00:00:00
232358|019 3120100337UN030B0UN|019 3120100337|6121688|N01|2020-05-03|Servicio principal|2020-03-14 00:00:00
109031|014 4800200073UN020D0UN|014 4800200073|2370989|N01|2020-06-03|Servicio principal|2020-02-09 00:00:00
171521|032 4803200053UN01IZ0UN|032 4803200053|2257205|N06|2020-05-03|Servicio principal|2020-03-01 00:00:00
152599|008 3120103015UN010D0UN|008 3120103015|4255924|N06|2020-04-03|Servicio sin cuota|2020-02-22 00:00:00
88871|002 2007103130UN010A0UN|002 2007103130|6106966|N01|2020-02-03|Servicio sin cuota|2020-02-01 00:00:00
245337|005 2006901605UN010D0UN|005 2006901605|775246|N06|2020-05-03|Servicio principal|2020-04-19 00:00:00
242031|002 4801100026UN020A0UN|002 4801100026|6106910|N04|2020-03-03|Servicio principal|2020-02-19 00:00:00
190183|003 4804500136UNPB0A0UN|003 4804500136|3397896|N06|2020-05-03|Servicio principal|2020-03-09 00:00:00
246159|009 0103601265UN01DR0UN|009 0103601265|2380062|N06|2020-05-03|Servicio principal|2020-04-19 00:00:00
288845|090 0801900509UN03UN001|090 0801900509|6118010|N01|2020-04-03|Servicio principal|2020-03-01 00:00:00
231931|008 2005501310UN020C0UN|008 2005501310|3469591|N06|2020-05-03|Servicio principal|2020-04-05 00:00:00
56855|016 4801200029UN01DR0UN|016 4801200029|6102644|N06|2020-02-03|Servicio principal|2020-01-24 00:00:00
158865|081 2004301221UNPBUN0UN|081 2004301221|6116752|N06|2020-05-03|Servicio sin cuota|2020-03-13 00:00:00
105585|057 3121500058UN020C0UN|057 3121500058|6109164|N01|2020-06-03|Servicio principal|2020-02-13 00:00:00
111539|052 4801300150UN01DR0UN|052 4801300150|6109882|N04|2020-06-03|Servicio principal|2020-02-09 00:00:00
124684|021 4801700021UN01UN0UN|021 4801700021|6111663|N01|2020-04-03|Servicio sin cuota|2020-02-28 00:00:00
178053|012 4807300103UN010B0UN|012 4807300103|6120013|N04|2020-06-03|Servicio principal|2020-03-13 00:00:00
160241|002 2005504450DR030E0UN|002 2005504450|6116875|N06|2020-04-03|Servicio principal|2020-03-04 00:00:00
121906|009 4808200161UNPB0B0UN|009 4808200161|6111255|N01|2020-05-03|Servicio principal|2020-02-13 00:00:00
320359|003 2005504150UN03IZ0UN|003 2005504150|2020566|N06|2020-06-03|Servicio principal|2020-04-10 00:00:00
57007|007 4801303100UN04IZ0UN|007 4801303100|6102948|N01|2020-05-03|Servicio principal|2020-01-25 00:00:00
266838|097 4802001290UN01IZ0UN|097 4802001290|6136314|N04|2020-06-03|Servicio principal|2020-04-26 00:00:00
223244|010 4802003100UN02DR0UN|010 4802003100|4088509|N06|2020-04-03|Servicio principal|2020-03-24 00:00:00
9680|003 0105904534UN010B0UN|003 0105904534|6097425|N06|2020-04-03|Servicio principal|2020-01-04 00:00:00
9563|005 3190300006UN03DR0UN|005 3190300006|6097411|N06|2020-02-03|Servicio principal|2020-01-16 00:00:00
123411|002 4801302040UN110C0UN|002 4801302040|3393457|N06|2020-05-03|Servicio principal|2020-02-12 00:00:00
189510|011 2006900990UN090B0UN|011 2006900990|6122475|N01|2020-04-03|Servicio sin cuota|2020-03-13 00:00:00
306025|001 4807800197UN04DR0UN|001 4807800197|6117388|N01|2020-04-03|Servicio principal|2020-03-05 00:00:00
321926|017 2512005810UN01UN002|017 2512005810|6129660|N06|2020-06-03|Servicio sin cuota|2020-04-10 00:00:00
325405|006 0801902374EB04UN002|006 0801902374|6099753|N06|2020-02-03|Servicio principal|2020-01-13 00:00:00
49386|007 3120101255UN01IZ0UN|007 3120101255|6102013|N06|2020-03-03|Servicio principal|2020-02-05 00:00:00
105671|005 4808400022UN02IZ0UN|005 4808400022|6109133|N01|2020-04-03|Servicio sin cuota|2020-02-06 00:00:00
298637|057 0812104690UNPBUN001|057 0812104690|6122005|N04|2020-05-03|Servicio principal|2020-03-11 00:00:00
107502|016 4807400056UN02UN0UN|016 4807400056|4153656|N04|2020-03-03|Servicio principal|2020-02-08 00:00:00
137237|005 4801301740UN040A0UN|005 4801301740|6113428|N06|2020-04-03|Servicio principal|2020-02-19 00:00:00
212170|005 4808400056UN070D0UN|005 4808400056|3497046|N06|2020-04-03|Servicio principal|2020-03-22 00:00:00
76202|011 2003002704UN05IZ0UN|011 2003002704|4080726|N01|2020-05-03|Servicio principal|2020-01-29 00:00:00
333307|038 2608900149UN01IZ0UN|038 2608900149|6118832|N04|2020-04-03|Servicio principal|2020-03-02 00:00:00
181574|045 4801700087UN020B0UN|045 4801700087|785290|N04|2020-04-03|Servicio principal|2020-03-08 00:00:00
164518|021 4802009130EX040A0UN|021 4802009130|6117655|N01|2020-06-03|Servicio principal|2020-03-08 00:00:00
210694|002A4808000092UN02IZ0UN|002A4808000092|2378315|N01|2020-05-03|Servicio principal|2020-03-26 00:00:00
156280|003 4801300180UN07UN003|003 4801300180|3953964|N06|2020-06-03|Servicio principal|2020-02-23 00:00:00
254303|001 4891203111UN020D0UN|001 4891203111|6136060|N01|2020-06-03|Servicio principal|2020-04-25 00:00:00
183678|010D0105906440UNPBUN0UN|010D0105906440|6121227|N01|2020-04-03|Servicio principal|2020-03-19 00:00:00
244216|033 2608900149UN010C0UN|033 2608900149|6077944|N06|2020-04-03|Servicio sin cuota|2020-03-07 00:00:00
127277|002 2004504203UN04DR0UN|002 2004504203|4238006|N06|2020-04-03|Servicio principal|2020-02-13 00:00:00
247841|077 4808400026UN01DR0UN|077 4808400026|6115370|N01|2020-04-03|Servicio principal|2020-02-26 00:00:00
4938|045 4804400002UN02DR0UN|045 4804400002|6095700|N04|2020-05-03|Servicio principal|2020-01-06 00:00:00
279441|060 4802009565UN050B0UN|060 4802009565|1717355|N06|2020-06-03|Servicio principal|2020-03-31 00:00:00
130647|025 4802005565UN04IZ0UN|025 4802005565|2356623|N01|2020-03-03|Servicio principal|2020-02-19 00:00:00
177418|003 2006902800UN040B0UN|003 2006902800|2224835|N06|2020-05-03|Servicio principal|2020-02-29 00:00:00
140786|013 4801500124DR040B0UN|013 4801500124|6113361|N04|2020-06-03|Servicio principal|2020-03-04 00:00:00
328793|000 2007701140UNPBUN0UN|000 2007701140|117816|N06|2020-04-03|Servicio principal|2020-03-24 00:00:00
265416|016 0105901515UN040C0UN|016 0105901515|6137736|N06|2020-06-03|Servicio principal|2020-05-02 00:00:00
182642|016 0105903083UN080D0UN|016 0105903083|290680|N06|2020-04-03|Servicio principal|2020-03-06 00:00:00
181259|004 3902000457UN010C0UN|004 3902000457|6120707|N01|2020-04-03|Servicio principal|2020-03-13 00:00:00
288886|010 0801902389UN04UN004|010 0801902389|6118163|N06|2020-06-03|Servicio sin cuota|2020-03-01 00:00:00
85340|034 2001801101UN030A0UN|034 2001801101|2199672|N06|2020-06-03|Servicio principal|2020-01-30 00:00:00
21732|012 4804400303UNPB0B0UN|012 4804400303|386601|N06|2020-02-03|Servicio principal|2020-01-09 00:00:00
177035|044 2006702001UN01DR0UN|044 2006702001|2370727|N06|2020-06-03|Servicio principal|2020-03-04 00:00:00
181214|016 2006706019UN050B0UN|016 2006706019|6120598|N04|2020-04-03|Servicio principal|2020-03-08 00:00:00
8776|050 3120101677UN020C0UN|050 3120101677|6047396|N06|2020-02-03|Servicio principal|2020-01-09 00:00:00
252383|005 4802006480UN010C0UN|005 4802006480|2202376|N01|2020-06-03|Servicio principal|2020-02-01 00:00:00
48599|005 4804400328UN010A0UN|005 4804400328|1980692|N06|2020-03-03|Servicio principal|2020-01-18 00:00:00
7352|018 0105903880UN01CN0UN|018 0105903880|6096724|N04|2020-06-03|Servicio principal|2020-01-10 00:00:00
205480|040 2001301310UN010A0UN|040 2001301310|6126031|N06|2020-05-03|Servicio principal|2020-03-19 00:00:00
91890|013 4809600034UN020D0UN|013 4809600034|6107282|N01|2020-03-03|Servicio sin cuota|2020-02-28 00:00:00
72522|002 4804400008UN030B0UN|002 4804400008|224341|N06|2020-03-03|Servicio principal|2020-01-25 00:00:00
304725|015 2006701106UNPBUN001|015 2006701106|6101780|N01|2020-03-03|Servicio principal|2020-01-18 00:00:00
234112|022 4801301550UN010E0UN|022 4801301550|6131344|N01|2020-05-03|Servicio principal|2020-04-08 00:00:00
6049|087 2001707011UNPB0C001|087 2001707011|178748|N01|2020-04-03|Servicio principal|2020-01-25 00:00:00
31998|008 4803601032UNPBUN002|008 4803601032|6098540|N01|2020-03-03|Servicio principal|2020-01-25 00:00:00
116170|027 2006904510UN010D0UN|027 2006904510|2281658|N06|2020-04-03|Servicio principal|2020-02-08 00:00:00
72027|001 4801700098UN02DR0UN|001 4801700098|6104811|N06|2020-02-03|Servicio principal|2020-02-01 00:00:00
15325|002 4802700020UNPBUN001|002 4802700020|6097942|N06|2020-06-03|Servicio principal|2020-01-05 00:00:00
155562|007 1702302590UN03UN002|007 1702302590|6116086|N01|2020-06-03|Servicio principal|2020-03-06 00:00:00
87178|014 4803200034UN01IZ0UN|014 4803200034|6106694|N04|2020-06-03|Servicio principal|2020-02-02 00:00:00
260076|006 2000907004UN010D0UN|006 2000907004|512939|N06|2020-06-03|Servicio principal|2020-04-27 00:00:00
95179|014 4802003705UN040C0UN|014 4802003705|6107718|N04|2020-06-03|Servicio principal|2020-02-14 00:00:00
280357|004 4890500035UNPBDR0UN|004 4890500035|6136434|N06|2020-06-03|Servicio sin cuota|2020-04-29 00:00:00
251275|006A4802700115UN040B0UN|006A4802700115|4082478|N06|2020-06-03|Servicio principal|2020-04-22 00:00:00
309908|002 0105903210UN04DR0UN|002 0105903210|6122735|N06|2020-04-03|Servicio principal|2020-03-13 00:00:00
62869|006 4804600218UN02DR0UN|006 4804600218|6103707|N06|2020-05-03|Servicio principal|2020-01-29 00:00:00
288561|041 0809602126E1030C0UN|041 0809602126|6116895|N06|2020-04-03|Servicio sin cuota|2020-03-11 00:00:00
70201|008 4801500007UN020A0UN|008 4801500007|864553|N01|2020-05-03|Servicio principal|2020-01-27 00:00:00
94954|031 2006902670UNPBIZ0UN|031 2006902670|6107689|N04|2020-06-03|Servicio principal|2020-02-05 00:00:00
91371|012 2007402210UN060A0UN|012 2007402210|2258139|N04|2020-06-03|Servicio principal|2020-02-19 00:00:00
204626|030 2000506003UN010A0UN|030 2000506003|6125819|N06|2020-04-03|Servicio sin cuota|2020-03-27 00:00:00
129367|030 4801500130UN03IZ0UN|030 4801500130|6112300|N01|2020-05-03|Servicio sin cuota|2020-02-20 00:00:00
90679|005 0105904718UN040A0UN|005 0105904718|6107172|N06|2020-02-03|Servicio principal|2020-02-02 00:00:00
327739|001 2006902905UN030C0UN|001 2006902905|6117367|N04|2020-05-03|Servicio principal|2020-03-14 00:00:00
13931|006 4805500031UN04IZ0UN|006 4805500031|1018161|N06|2020-05-03|Servicio principal|2020-01-05 00:00:00
303637|002B4802700121UN020C0UN|002B4802700121|6098828|N01|2020-04-03|Servicio principal|2020-01-15 00:00:00
180580|006 2006907610UN020D0UN|006 2006907610|3575584|N06|2020-05-03|Servicio principal|2020-03-28 00:00:00
278932|004 2001901150UN04DR0DR|004 2001901150|3586417|N06|2020-06-03|Servicio principal|2020-05-15 00:00:00
83284|021 4802001540UN03DR0UN|021 4802001540|3588681|N04|2020-04-03|Servicio principal|2020-02-02 00:00:00
30505|004 4806900100UNPBUN001|004 4806900100|1526613|N06|2020-05-03|Servicio principal|2020-01-12 00:00:00
66035|014 4808400110UN05DR0UN|014 4808400110|6104067|N06|2020-04-03|Servicio principal|2020-01-26 00:00:00
2165|017 2007901202UN010C0UN|017 2007901202|6093068|N01|2020-02-03|Servicio principal|2020-01-05 00:00:00
198604|008C2007104150UN030B0UN|008C2007104150|6122072|N06|2020-06-03|Servicio principal|2020-03-25 00:00:00
64580|008 2004901250UN040B0UN|008 2004901250|6103744|N06|2020-06-03|Servicio principal|2020-01-24 00:00:00
52809|001 4802009147UN180F0UN|001 4802009147|6102425|N01|2020-05-03|Servicio sin cuota|2020-01-24 00:00:00
17867|004 2608900217E1030E0UN|004 2608900217|6098446|N06|2020-02-03|Servicio principal|2020-01-13 00:00:00
221529|009B4804400183UN01IZ0UN|009B4804400183|2314799|N06|2020-05-03|Servicio principal|2020-03-27 00:00:00
318964|014 4808200105UN030A0UN|014 4808200105|263792|N04|2020-05-03|Servicio principal|2020-02-14 00:00:00
67364|021 2007901102UN020D0UN|021 2007901102|6104086|N01|2020-04-03|Servicio principal|2020-01-31 00:00:00
122824|008 4802700172UN010A0UN|008 4802700172|2291625|N06|2020-03-03|Servicio principal|2020-02-12 00:00:00
135935|006 4802005510UNPBUN005|006 4802005510|6069441|N01|2020-06-03|Servicio principal|2020-02-29 00:00:00
167060|001 2007901104UN01DC0UN|001 2007901104|1680734|N04|2020-03-03|Servicio principal|2020-03-01 00:00:00
193303|008 2608900265UN010A0UN|008 2608900265|6079267|N06|2020-04-03|Servicio sin cuota|2020-03-15 00:00:00
52498|003 4809500044UNPBUN001|003 4809500044|1323894|N06|2020-05-03|Servicio principal|2020-01-25 00:00:00
122662|003 2001906003UN010B0UN|003 2001906003|6111381|N01|2020-05-03|Servicio sin cuota|2020-02-14 00:00:00
109358|003 0105904717UN050B0UN|003 0105904717|6109547|N01|2020-04-03|Servicio principal|2020-02-09 00:00:00
183063|002 4807800187UN040B0UN|002 4807800187|6121107|N06|2020-05-03|Servicio principal|2020-03-08 00:00:00
35243|003 2004502210UN020B0UN|003 2004502210|6100433|N06|2020-06-03|Servicio principal|2020-01-18 00:00:00
176638|009 4807400056UN030A0UN|009 4807400056|6119753|N04|2020-05-03|Servicio principal|2020-03-12 00:00:00
42344|055 0105903740UN06IZ0UN|055 0105903740|3405998|N06|2020-05-03|Servicio principal|2020-01-16 00:00:00
5380|007 0105106025UN030A0UN|007 0105106025|6095956|N06|2020-05-03|Servicio principal|2020-01-09 00:00:00
308474|001 4802007900UN040B0UN|001 4802007900|6128553|N06|2020-04-03|Servicio principal|2020-03-29 00:00:00
86134|009 4807100006UN020A0UN|009 4807100006|6106550|N04|2020-05-03|Servicio principal|2020-01-30 00:00:00
310485|002 0105901140UN03IZ0UN|002 0105901140|6108547|N06|2020-05-03|Servicio principal|2020-02-02 00:00:00
30093|001 4804400125UN05UN022|001 4804400125|2422642|N04|2020-04-03|Servicio principal|2020-01-12 00:00:00
332764|047 2006905160UNPBUN0UN|047 2006905160|6114960|N01|2020-04-03|Servicio sin cuota|2020-02-29 00:00:00
131559|029 4802009215UN020A0UN|029 4802009215|6112646|N01|2020-05-03|Servicio sin cuota|2020-02-16 00:00:00
267588|076B4804400070UN02DR0DR|076B4804400070|6125595|N06|2020-04-03|Servicio principal|2020-03-20 00:00:00
319099|024 4808200105UN050E0UN|024 4808200105|2007604|N06|2020-05-03|Servicio principal|2020-03-28 00:00:00
279198|021 2006905100UN01DR0UN|021 2006905100|6034274|N01|2020-04-03|Servicio principal|2020-02-26 00:00:00
243447|063 4802004740UN030A0UN|063 4802004740|2096666|N04|2020-05-03|Servicio principal|2020-04-18 00:00:00
232850|030 3120102310UN080A0UN|030 3120102310|6130107|N06|2020-06-03|Servicio sin cuota|2020-04-24 00:00:00
201226|056 4802004570UN05IZ0UN|056 4802004570|3630294|N06|2020-04-03|Servicio principal|2020-02-27 00:00:00
330618|026 3120101760UN030A0UN|026 3120101760|6101993|N06|2020-06-03|Servicio principal|2020-01-24 00:00:00
176557|010 4802700136UN040A0UN|010 4802700136|1460464|N06|2020-04-03|Servicio principal|2020-03-04 00:00:00
70408|007 2006902185UN030B0UN|007 2006902185|6104614|N01|2020-04-03|Servicio sin cuota|2020-01-26 00:00:00
260449|009 4801500149UN020B0UN|009 4801500149|436493|N04|2020-05-03|Servicio principal|2020-04-30 00:00:00
73252|006 3123200038UN01IZ0UN|006 3123200038|6104963|N06|2020-05-03|Servicio sin cuota|2020-01-26 00:00:00
121466|001 4804400439E101UN00D|001 4804400439|6098671|N06|2020-03-03|Servicio principal|2020-02-12 00:00:00
131291|011 4805200015UNPBUN0UN|011 4805200015|6100563|N01|2020-03-03|Servicio principal|2020-02-22 00:00:00
57841|004 4802007080UN020A0UN|004 4802007080|215438|N06|2020-04-03|Servicio principal|2020-01-22 00:00:00
60153|007 2003001306UN020E0UN|007 2003001306|1932202|N04|2020-05-03|Servicio principal|2020-01-23 00:00:00
26204|003 4801302680UN030B0UN|003 4801302680|7934|N06|2020-04-03|Servicio principal|2020-01-11 00:00:00
226284|010 2001901210UN010C0UN|010 2001901210|6129620|N06|2020-05-03|Servicio principal|2020-04-02 00:00:00
101349|004 2001901510UN040B0UN|004 2001901510|6108528|N01|2020-04-03|Servicio principal|2020-02-09 00:00:00
331559|017 3108600160UN040A0UN|017 3108600160|6107402|N06|2020-03-03|Servicio principal|2020-02-01 00:00:00
17167|003 2008001540UN070E0UN|003 2008001540|4215521|N01|2020-03-03|Servicio principal|2020-01-12 00:00:00
305680|024 4801100023UN010A0UN|024 4801100023|6112649|N04|2020-03-03|Servicio principal|2020-03-01 00:00:00
33840|008 4802005133UN0501001|008 4802005133|174433|N06|2020-05-03|Servicio principal|2020-01-12 00:00:00
85921|019 2003601701UNPBDR0UN|019 2003601701|6106478|N06|2020-02-03|Servicio principal|2020-01-31 00:00:00
308805|014 4890200870UNPBUN001|014 4890200870|6099692|N01|2020-02-03|Servicio principal|2020-01-23 00:00:00
208669|011 4807100051UN01DR0UN|011 4807100051|2153200|N06|2020-04-03|Servicio principal|2020-03-19 00:00:00
64339|005 2006706032UN020B0UN|005 2006706032|6103862|N01|2020-05-03|Servicio sin cuota|2020-01-23 00:00:00
279050|001 4801700105UN01DR0UN|001 4801700105|6143126|N04|2020-06-03|Servicio principal|2020-05-20 00:00:00
13175|034 4800200098UN030A0UN|034 4800200098|341982|N06|2020-03-03|Servicio principal|2020-01-04 00:00:00
264881|015 4804600010UN010C0UN|015 4804600010|6119032|N04|2020-04-03|Servicio principal|2020-03-07 00:00:00
146882|002 2007901217UN010D0UN|002 2007901217|6114901|N01|2020-05-03|Servicio principal|2020-02-21 00:00:00
131778|015 0105904320UN050A0UN|015 0105904320|6112673|N06|2020-03-03|Servicio principal|2020-02-20 00:00:00
136290|015 2006900660UN010A0UN|015 2006900660|4254014|N06|2020-03-03|Servicio principal|2020-02-16 00:00:00
276366|041 4801200029UN01IZ0UN|041 4801200029|2014123|N06|2020-06-03|Servicio principal|2020-05-10 00:00:00
35749|002 3107000183UN010D0UN|002 3107000183|6100484|N01|2020-06-03|Servicio principal|2020-01-18 00:00:00
70372|004 4801301905UN020B0UN|004 4801301905|6104618|N04|2020-05-03|Servicio principal|2020-01-30 00:00:00
290974|242 0801903234UN02UN004|242 0801903234|6121534|N01|2020-04-03|Servicio principal|2020-03-13 00:00:00
37920|006 3190300060UN030B0UN|006 3190300060|6100749|N06|2020-05-03|Servicio sin cuota|2020-01-16 00:00:00
315264|030 4803600016UN010B0UN|030 4803600016|6105165|N04|2020-05-03|Servicio principal|2020-01-27 00:00:00
327287|001 2512002020E2030B0UN|001 2512002020|4274385|N06|2020-06-03|Servicio sin cuota|2020-02-20 00:00:00
248659|005 0105904760IZ01UN00A|005 0105904760|6135493|N06|2020-05-03|Servicio sin cuota|2020-04-25 00:00:00
229614|031 4802009445UN020A0UN|031 4802009445|6110579|N01|2020-04-03|Servicio principal|2020-02-12 00:00:00
126340|023 2006702907UN04IZ0UN|023 2006702907|2356597|N06|2020-03-03|Servicio principal|2020-02-13 00:00:00
82138|033 4890400770UNPBUN0UN|033 4890400770|2408325|N06|2020-04-03|Servicio principal|2020-01-29 00:00:00
254693|024 2001501110UN020D0UN|024 2001501110|6136461|N06|2020-06-03|Servicio principal|2020-05-20 00:00:00
251100|002 2007101250UN01IZ0UN|002 2007101250|6135681|N01|2020-05-03|Servicio principal|2020-04-23 00:00:00
103728|015 4804400246UN01DR0UN|015 4804400246|6108841|N01|2020-06-03|Servicio principal|2020-02-08 00:00:00
205725|037 2006907700UN03IZ0UN|037 2006907700|6126090|N01|2020-06-03|Servicio principal|2020-03-25 00:00:00
316503|017 0105900870UN010B0UN|017 0105900870|6107587|N01|2020-05-03|Servicio sin cuota|2020-02-06 00:00:00
129313|003B3120101705UN030I0UN|003B3120101705|6112288|N06|2020-03-03|Servicio sin cuota|2020-02-14 00:00:00
93135|001 4808000036UN030B0UN|001 4808000036|6107431|N01|2020-03-03|Servicio principal|2020-02-07 00:00:00
66972|012 2003004302UNPBUN001|012 2003004302|6104184|N04|2020-03-03|Servicio principal|2020-01-25 00:00:00
169084|004 3106000070UN040B0UN|004 3106000070|6118481|N01|2020-06-03|Servicio principal|2020-03-14 00:00:00
242748|004 0101807045UNPBUN0UN|004 0101807045|863069|N01|2020-06-03|Servicio principal|2020-05-17 00:00:00
236447|029 5029724510DR030E0UN|029 5029724510|6150888|N06|2020-06-03|Servicio sin cuota|2020-05-31 00:00:00
